date,predicted_case_count,actual_case_count
2021-10-30,3398.4824,3588
2021-10-31,3600.8528,2907
2021-11-01,3554.314,2961
2021-11-02,3566.7695,4032
2021-11-03,3956.0764,4587
2021-11-04,4725.123,4775
2021-11-05,4055.868,4913
2021-11-06,3908.2534,4603
2021-11-07,3880.469,3480
2021-11-08,3547.0227,4108
2021-11-09,4297.405,5138
2021-11-10,4848.4644,6545
2021-11-11,5937.454,6151
2021-11-12,5669.5386,6477
2021-11-13,5361.5986,5078
2021-11-14,4662.86,4572
2021-11-15,4674.5654,4872
2021-11-16,5362.1304,6114
2021-11-17,6194.8887,7971
2021-11-18,6964.751,7558
2021-11-19,7033.009,7097
2021-11-20,5951.4326,6857
2021-11-21,5903.2505,5401
2021-11-22,5608.1865,5336
2021-11-23,6234.7124,7166
2021-11-24,7090.2305,8388
2021-11-25,7898.8247,6295
2021-11-26,7125.59,4326
2021-11-27,4541.4443,6147
2021-11-28,4953.9893,5277
2021-11-29,4956.53,6593
2021-11-30,6745.856,9462
2021-12-01,7971.5547,11300
2021-12-02,9264.97,11242
2021-12-03,8789.946,9907
2021-12-04,8868.638,10411
2021-12-05,9158.552,6078
2021-12-06,7792.0234,8210
2021-12-07,9206.659,9833
2021-12-08,9140.411,12491
2021-12-09,12124.53,11203
2021-12-10,10591.886,11718
2021-12-11,9675.498,11577
2021-12-12,9515.94,8993
2021-12-13,9217.493,8266
2021-12-14,9815.349,12944
2021-12-15,11727.225,18276
2021-12-16,14739.69,21027
2021-12-17,17030.557,21908
2021-12-18,16880.537,22478
2021-12-19,18217.62,23391
2021-12-20,19423.916,22258
2021-12-21,19836.76,28924
2021-12-22,23228.443,38835
2021-12-23,28955.424,44431
2021-12-24,35089.867,49708
2021-12-25,39259.25,36454
2021-12-26,34882.13,26737
2021-12-27,30469.475,40780
2021-12-28,36174.773,67090
2021-12-29,52491.773,74207
2021-12-30,58147.953,76555
2021-12-31,63745.13,85476
