date,predicted_case_count,actual_case_count
2021-10-25,3361.7917,2203
2021-10-26,1810.4531,4284
2021-10-27,3877.2583,4285
2021-10-28,3497.3167,5064
2021-10-29,4912.649,3977
2021-10-30,3279.742,3588
2021-10-31,3870.5884,2907
2021-11-01,2783.2122,2961
2021-11-02,3298.203,4032
2021-11-03,3803.5579,4587
2021-11-04,4204.607,4775
2021-11-05,4467.6436,4913
2021-11-06,4531.6245,4603
2021-11-07,4502.1343,3480
2021-11-08,3434.3245,4108
2021-11-09,4217.7705,5138
2021-11-10,4686.629,6545
2021-11-11,5984.095,6151
2021-11-12,5582.5405,6477
2021-11-13,6224.3574,5078
2021-11-14,4604.372,4572
2021-11-15,5033.54,4872
2021-11-16,4900.219,6114
2021-11-17,6015.466,7971
2021-11-18,7048.3066,7558
2021-11-19,6906.1543,7097
2021-11-20,6996.8086,6857
2021-11-21,6598.256,5401
2021-11-22,5471.6235,5336
2021-11-23,5896.9062,7166
2021-11-24,6709.5615,8388
2021-11-25,7721.785,6295
2021-11-26,5981.9116,4326
2021-11-27,4224.939,6147
2021-11-28,5825.749,5277
2021-11-29,5141.0317,6593
2021-11-30,6700.5303,9462
2021-12-01,7652.459,11300
2021-12-02,9825.788,11242
2021-12-03,10150.571,9907
2021-12-04,9296.462,10411
2021-12-05,10296.715,6078
2021-12-06,5569.631,8210
2021-12-07,8391.308,9833
2021-12-08,8324.552,12491
2021-12-09,11477.686,11203
2021-12-10,10077.289,11718
2021-12-11,11550.59,11577
2021-12-12,10906.014,8993
2021-12-13,9200.461,8266
2021-12-14,8831.839,12944
2021-12-15,11723.717,18276
2021-12-16,15537.756,21027
2021-12-17,18150.635,21908
2021-12-18,19226.537,22478
2021-12-19,20589.354,23391
2021-12-20,22272.977,22258
2021-12-21,22163.363,28924
2021-12-22,27101.758,38835
2021-12-23,33063.797,44431
2021-12-24,39005.188,49708
2021-12-25,43881.086,36454
2021-12-26,32264.656,26737
2021-12-27,27882.605,40780
2021-12-28,37624.113,67090
2021-12-29,56115.902,74207
2021-12-30,63834.945,76555
2021-12-31,68506.15,85476
