date,predicted_case_count,actual_case_count
2021-10-22,3604.646,4338
2021-10-23,4231.1416,2861
2021-10-24,3017.5105,3054
2021-10-25,3015.9106,2203
2021-10-26,2288.1052,4284
2021-10-27,4084.7537,4285
2021-10-28,4232.142,5064
2021-10-29,4937.6533,3977
2021-10-30,4014.025,3588
2021-10-31,3576.6096,2907
2021-11-01,2931.689,2961
2021-11-02,2934.988,4032
2021-11-03,3910.937,4587
2021-11-04,4490.104,4775
2021-11-05,4699.9155,4913
2021-11-06,4836.778,4603
2021-11-07,4565.794,3480
2021-11-08,3551.1663,4108
2021-11-09,4018.3674,5138
2021-11-10,4997.093,6545
2021-11-11,6343.3125,6151
2021-11-12,6085.6196,6477
2021-11-13,6350.1074,5078
2021-11-14,5117.566,4572
2021-11-15,4548.79,4872
2021-11-16,4786.425,6114
2021-11-17,5934.1885,7971
2021-11-18,7705.204,7558
2021-11-19,7460.8916,7097
2021-11-20,7010.581,6857
2021-11-21,6761.8047,5401
2021-11-22,5436.837,5336
2021-11-23,5264.824,7166
2021-11-24,6917.963,8388
2021-11-25,8154.0522,6295
2021-11-26,6394.0938,4326
2021-11-27,4495.1045,6147
2021-11-28,5922.9756,5277
2021-11-29,5265.2046,6593
2021-11-30,6397.7656,9462
2021-12-01,9092.454,11300
2021-12-02,10960.515,11242
2021-12-03,11037.114,9907
2021-12-04,9821.049,10411
2021-12-05,10183.909,6078
2021-12-06,6563.2783,8210
2021-12-07,7919.926,9833
2021-12-08,9541.346,12491
2021-12-09,12065.437,11203
2021-12-10,11085.121,11718
2021-12-11,11459.632,11577
2021-12-12,11368.689,8993
2021-12-13,9050.433,8266
2021-12-14,8178.8164,12944
2021-12-15,12369.506,18276
2021-12-16,17533.283,21027
2021-12-17,20403.668,21908
2021-12-18,21394.611,22478
2021-12-19,21975.865,23391
2021-12-20,22844.998,22258
2021-12-21,21884.855,28924
2021-12-22,27850.16,38835
2021-12-23,37304.46,44431
2021-12-24,43076.777,49708
2021-12-25,48254.13,36454
2021-12-26,37021.29,26737
2021-12-27,27174.344,40780
2021-12-28,38923.613,67090
2021-12-29,63765.223,74207
2021-12-30,72075.14,76555
2021-12-31,74703.71,85476
