date,predicted_case_count,actual_case_count
2021-10-24,3116.4226,3054
2021-10-25,3144.0088,2203
2021-10-26,2479.9446,4284
2021-10-27,4254.519,4285
2021-10-28,4229.646,5064
2021-10-29,4907.524,3977
2021-10-30,3969.4902,3588
2021-10-31,3536.8809,2907
2021-11-01,2918.9106,2961
2021-11-02,2890.8848,4032
2021-11-03,3924.8965,4587
2021-11-04,4477.605,4775
2021-11-05,4654.8853,4913
2021-11-06,4794.2207,4603
2021-11-07,4505.725,3480
2021-11-08,3514.088,4108
2021-11-09,4087.8633,5138
2021-11-10,5029.7163,6545
2021-11-11,6365.097,6151
2021-11-12,6022.2075,6477
2021-11-13,6305.351,5078
2021-11-14,5070.0645,4572
2021-11-15,4508.572,4872
2021-11-16,4778.662,6114
2021-11-17,5954.6953,7971
2021-11-18,7754.27,7558
2021-11-19,7400.116,7097
2021-11-20,6925.9263,6857
2021-11-21,6711.037,5401
2021-11-22,5376.379,5336
2021-11-23,5232.104,7166
2021-11-24,6988.792,8388
2021-11-25,8186.7524,6295
2021-11-26,6365.852,4326
2021-11-27,4754.3687,6147
2021-11-28,6410.5347,5277
2021-11-29,5331.8726,6593
2021-11-30,6385.7837,9462
2021-12-01,9201.61,11300
2021-12-02,11012.084,11242
2021-12-03,10976.179,9907
2021-12-04,9698.683,10411
2021-12-05,10158.144,6078
2021-12-06,7251.86,8210
2021-12-07,8263.713,9833
2021-12-08,9688.245,12491
2021-12-09,12138.048,11203
2021-12-10,10988.782,11718
2021-12-11,11405.895,11577
2021-12-12,11342.907,8993
2021-12-13,8980.006,8266
2021-12-14,8181.559,12944
2021-12-15,12591.0205,18276
2021-12-16,17787.152,21027
2021-12-17,20485.004,21908
2021-12-18,21365.156,22478
2021-12-19,21944.838,23391
2021-12-20,22848.172,22258
2021-12-21,21796.098,28924
2021-12-22,28105.24,38835
2021-12-23,37804.453,44431
2021-12-24,43320.754,49708
2021-12-25,48419.824,36454
2021-12-26,37260.79,26737
2021-12-27,29008.945,40780
2021-12-28,41361.535,67090
2021-12-29,65347.03,74207
2021-12-30,72452.375,76555
2021-12-31,74576.89,85476
