date,predicted_case_count,actual_case_count
2021-10-22,3717.091,4338
2021-10-23,4068.9055,2861
2021-10-24,3210.6223,3054
2021-10-25,2971.2502,2203
2021-10-26,2398.5488,4284
2021-10-27,3009.3818,4285
2021-10-28,4238.4175,5064
2021-10-29,4808.6035,3977
2021-10-30,4213.7695,3588
2021-10-31,3649.7214,2907
2021-11-01,3050.916,2961
2021-11-02,2915.4185,4032
2021-11-03,3497.3132,4587
2021-11-04,4394.5015,4775
2021-11-05,4675.0366,4913
2021-11-06,4824.191,4603
2021-11-07,4633.2856,3480
2021-11-08,3731.8809,4108
2021-11-09,3901.9133,5138
2021-11-10,4708.084,6545
2021-11-11,5927.119,6151
2021-11-12,6186.315,6477
2021-11-13,6322.777,5078
2021-11-14,5383.8335,4572
2021-11-15,4653.268,4872
2021-11-16,4742.343,6114
2021-11-17,5590.882,7971
2021-11-18,7111.6997,7558
2021-11-19,7582.917,7097
2021-11-20,7138.98,6857
2021-11-21,6845.4175,5401
2021-11-22,5718.143,5336
2021-11-23,5295.2188,7166
2021-11-24,6273.055,8388
2021-11-25,7982.889,6295
2021-11-26,6766.6455,4326
2021-11-27,4786.4517,6147
2021-11-28,5192.478,5277
2021-11-29,5444.54,6593
2021-11-30,6046.5454,9462
2021-12-01,7944.357,11300
2021-12-02,10678.342,11242
2021-12-03,11136.134,9907
2021-12-04,10144.288,10411
2021-12-05,10169.483,6078
2021-12-06,7129.0825,8210
2021-12-07,7160.665,9833
2021-12-08,9274.036,12491
2021-12-09,11334.955,11203
2021-12-10,11414.457,11718
2021-12-11,11459.376,11577
2021-12-12,11489.188,8993
2021-12-13,9562.231,8266
2021-12-14,8364.99,12944
2021-12-15,10304.389,18276
2021-12-16,15504.277,21027
2021-12-17,20092.736,21908
2021-12-18,21445.865,22478
2021-12-19,22090.682,23391
2021-12-20,22905.19,22258
2021-12-21,22311.668,28924
2021-12-22,25867.18,38835
2021-12-23,34011.92,44431
2021-12-24,42513.26,49708
2021-12-25,47815.945,36454
2021-12-26,39478.883,26737
2021-12-27,28955.365,40780
2021-12-28,32990.49,67090
2021-12-29,51874.67,74207
2021-12-30,71578.58,76555
2021-12-31,75130.22,85476
