date,predicted_case_count,actual_case_count
2021-10-30,2397.9841,3588
2021-10-31,2961.2947,2907
2021-11-01,3153.174,2961
2021-11-02,4011.1267,4032
2021-11-03,3352.758,4587
2021-11-04,3755.9666,4775
2021-11-05,2775.2239,4913
2021-11-06,2862.0022,4603
2021-11-07,2544.8743,3480
2021-11-08,3485.2795,4108
2021-11-09,3586.3032,5138
2021-11-10,3812.3206,6545
2021-11-11,3414.6365,6151
2021-11-12,3426.8591,6477
2021-11-13,3075.5103,5078
2021-11-14,4028.527,4572
2021-11-15,4675.9536,4872
2021-11-16,4977.6025,6114
2021-11-17,5367.95,7971
2021-11-18,4439.9185,7558
2021-11-19,4642.1606,7097
2021-11-20,3783.2275,6857
2021-11-21,4772.1567,5401
2021-11-22,5488.575,5336
2021-11-23,6232.6304,7166
2021-11-24,6489.051,8388
2021-11-25,5953.314,6295
2021-11-26,6457.321,4326
2021-11-27,6420.2437,6147
2021-11-28,5800.2373,5277
2021-11-29,6835.685,6593
2021-11-30,5341.6904,9462
2021-12-01,4521.93,11300
2021-12-02,3730.157,11242
2021-12-03,3324.9978,9907
2021-12-04,3954.8013,10411
2021-12-05,4327.7256,6078
2021-12-06,9039.305,8210
2021-12-07,8465.803,9833
2021-12-08,9845.921,12491
2021-12-09,8367.426,11203
2021-12-10,8119.271,11718
2021-12-11,7201.1514,11577
2021-12-12,6658.848,8993
2021-12-13,9281.619,8266
2021-12-14,8962.364,12944
2021-12-15,9968.256,18276
2021-12-16,7576.5,21027
2021-12-17,6180.8447,21908
2021-12-18,4555.727,22478
2021-12-19,5720.1865,23391
2021-12-20,7983.757,22258
2021-12-21,11421.777,28924
2021-12-22,11845.023,38835
2021-12-23,12264.678,44431
2021-12-24,11646.017,49708
2021-12-25,10662.291,36454
2021-12-26,19684.521,26737
2021-12-27,26750.062,40780
2021-12-28,30364.537,67090
2021-12-29,24866.756,74207
2021-12-30,23288.17,76555
2021-12-31,22079.998,85476
