date,predicted_case_count,actual_case_count
2021-11-03,3345.5264,4587
2021-11-04,3424.8438,4775
2021-11-05,4109.1553,4913
2021-11-06,3689.6028,4603
2021-11-07,3506.694,3480
2021-11-08,4074.532,4108
2021-11-09,3329.1375,5138
2021-11-10,3073.6746,6545
2021-11-11,3023.3713,6151
2021-11-12,4641.2456,6477
2021-11-13,4518.1816,5078
2021-11-14,4758.4062,4572
2021-11-15,4500.507,4872
2021-11-16,3844.7917,6114
2021-11-17,3615.187,7971
2021-11-18,4008.8674,7558
2021-11-19,5598.073,7097
2021-11-20,6092.3022,6857
2021-11-21,5149.361,5401
2021-11-22,5796.77,5336
2021-11-23,5274.09,7166
2021-11-24,4703.7285,8388
2021-11-25,4779.951,6295
2021-11-26,7545.664,4326
2021-11-27,7780.2153,6147
2021-11-28,4026.6665,5277
2021-11-29,5434.4326,6593
2021-11-30,5779.1636,9462
2021-12-01,6096.5156,11300
2021-12-02,5360.3066,11242
2021-12-03,7812.642,9907
2021-12-04,8348.64,10411
2021-12-05,6859.7354,6078
2021-12-06,9366.269,8210
2021-12-07,6463.8013,9833
2021-12-08,6214.054,12491
2021-12-09,6036.674,11203
2021-12-10,10063.661,11718
2021-12-11,9302.582,11577
2021-12-12,8292.193,8993
2021-12-13,10419.057,8266
2021-12-14,10585.52,12944
2021-12-15,6579.4976,18276
2021-12-16,6297.585,21027
2021-12-17,9610.535,21908
2021-12-18,13009.173,22478
2021-12-19,13194.747,23391
2021-12-20,12801.011,22258
2021-12-21,14985.026,28924
2021-12-22,11931.599,38835
2021-12-23,10452.979,44431
2021-12-24,15861.527,49708
2021-12-25,21412.18,36454
2021-12-26,33582.496,26737
2021-12-27,34843.477,40780
2021-12-28,16944.867,67090
2021-12-29,11157.011,74207
2021-12-30,30551.121,76555
2021-12-31,51393.812,85476
