date,predicted_case_count,actual_case_count
2021-10-24,3174.1067,3054
2021-10-25,3069.3403,2203
2021-10-26,2536.793,4284
2021-10-27,3930.1848,4285
2021-10-28,4186.47,5064
2021-10-29,4551.5557,3977
2021-10-30,4053.3406,3588
2021-10-31,3592.8,2907
2021-11-01,3181.0005,2961
2021-11-02,3032.6108,4032
2021-11-03,3882.913,4587
2021-11-04,4333.7104,4775
2021-11-05,4476.5103,4913
2021-11-06,4721.1675,4603
2021-11-07,4551.7637,3480
2021-11-08,3640.3455,4108
2021-11-09,4107.2295,5138
2021-11-10,4991.2637,6545
2021-11-11,6019.0493,6151
2021-11-12,5862.5938,6477
2021-11-13,6137.9175,5078
2021-11-14,5273.033,4572
2021-11-15,4673.2603,4872
2021-11-16,4982.5186,6114
2021-11-17,5842.5083,7971
2021-11-18,7361.5205,7558
2021-11-19,7175.4365,7097
2021-11-20,6817.2324,6857
2021-11-21,6868.41,5401
2021-11-22,5652.877,5336
2021-11-23,5429.835,7166
2021-11-24,6927.835,8388
2021-11-25,7884.456,6295
2021-11-26,6198.9834,4326
2021-11-27,4647.6836,6147
2021-11-28,6276.406,5277
2021-11-29,5487.465,6593
2021-11-30,6055.3994,9462
2021-12-01,8801.213,11300
2021-12-02,10347.929,11242
2021-12-03,10480.179,9907
2021-12-04,9691.114,10411
2021-12-05,10225.759,6078
2021-12-06,7308.289,8210
2021-12-07,8217.926,9833
2021-12-08,9812.134,12491
2021-12-09,11343.583,11203
2021-12-10,10772.366,11718
2021-12-11,11110.47,11577
2021-12-12,11511.397,8993
2021-12-13,9211.678,8266
2021-12-14,8506.51,12944
2021-12-15,12284.44,18276
2021-12-16,16645.314,21027
2021-12-17,19131.908,21908
2021-12-18,20310.219,22478
2021-12-19,21428.932,23391
2021-12-20,22552.7,22258
2021-12-21,21824.182,28924
2021-12-22,27072.78,38835
2021-12-23,35878.64,44431
2021-12-24,40740.457,49708
2021-12-25,45813.55,36454
2021-12-26,36762.81,26737
2021-12-27,28536.352,40780
2021-12-28,40458.5,67090
2021-12-29,60398.973,74207
2021-12-30,68716.375,76555
2021-12-31,70094.78,85476
